Product Details,ASIN,Brand,Price,Sales,Revenue,BSR,FBA Fees,Active Sellers #,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Delivery,Dimensions,Weight,Creation Date
"Mixed Flavour Kombucha Tea by Blighty Booch | Cherry, Ginger, Nettle & Rose Hip, and Original | |12 x 330ml Bottles | A Healthy Soft Drink",B08DP5N2PR,Blighty Booch Kombucha,38.00,,0,54992,,1,4,2,9,0,Blighty Booch Kombucha and Blighty Brew Tea,Fresh & Chilled,,MFN,,,7/27/2020
"Niru Sherbet Drink 290ml | Pack of 6 | Rose Flavour with Basil Seed, NATA De Coco, & Noodle | Free from Preservatives | Product of Thailand",B0973TLCS9,Serendib,13.99,7,98,43941,,2,,,2,0,SERENDIB GLOBAL FOODS,Fresh & Chilled,,MFN,,,6/11/2021
L.A Brewery Natural Sparkling Kombucha Variety Pack (18x330ml),B08M3NYKDZ,L.A BREWERY,40.00,24,960,46989,,1,5,4,7,0,LA Brewery,Fresh & Chilled,,MFN,,,6/9/2021
Frobishers Pineapple Juice 250ml (Pack of 12),B09C5TZQ1N,Frobishers,21.95,8,176,46863,,1,,,2,0,MysticMoments,Fresh & Chilled,,MFN,,,7/21/2021
"Lo Bros - Organic Kombucha Raspberry and Lemon - Naturally Healthy Drink Low in Sugar and Calories - 6 x 750ml, 4500 milliliters",B07RDRFSD5,Lo Bros,21.00,26,546,32368,8.63,4,4,18,5,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,12.4x17.4x7.6,17.39,4/12/2019
"Bottleshot - Cold Brew Coffee, Black - 12 cans of New Orleans Style Iced Coffee",B07VG8YN2S,Bottleshot Brew,23.88,24,573,57587,8.18,1,4,39,5,0,Bottleshot,Fresh & Chilled,Large Oversize,FBA,6.9x9.0x6.7,7.54,7/28/2019
Equinox Kombucha Raspberry and Elderflower Flavoured Drink,B0813W74NK,Equinox Kombucha,,15,,64382,,1,4,304,5,1,Amazon,Fresh & Chilled,Large Oversize,AMZ,4.5x5.7x2.5,0.55,10/31/2019
Shmoo Milkshake Red Spindle Mixer,B07WGH437D,Shmoo,254.99,3,765,62172,,2,,,1,0,PureGusto Coffee ⭐⭐⭐⭐⭐,Fresh & Chilled,,MFN,,,8/13/2019
Mokate Gold Premium Chocolate Instant Cappuccino Coffee and Hot Chocolate Choco Dream Set Choco Dream White and Belgium Chocolate Flavour and 1 x 260g Mokate Delicious Cookies Selection Box,B091YC4J23,Generic,9.99,9,90,63909,3.48,1,4,4,9,0,Biblegifts,Fresh & Chilled,Large Oversize,FBA,12.4x13.2x4.5,2.15,4/6/2021
(6 Pack) LIMCA CAN- 6X300ML,B07LCTSPT2,LIMCA,9.99,10,100,58311,4.95,6,4,11,2,0,Supersupermarket,Fresh & Chilled,Large Oversize,MFN,9.2x12.3x3.0,4.61,12/14/2018
"The Turmeric Co, Ginger Shot with Turmeric and Black Pepper, High Strength 16g Raw Ginger Root & 35g Fresh Turmeric Root, 9 Shots Cold Pressed, No Added Sugar, Vegan, Supplements Made in UK",B0786RWZ83,The Turmeric Co.,,206,,69776,,1,5,86,7,-76,,Fresh & Chilled,,MFN,,,2/15/2021
"Equinox Kombucha Flavour Drink, Pink Grapefruit & Guava, Glass Bottle, 275 ml",B081RV5FS9,Equinox Kombucha,,16,,71289,,1,4,235,5,1,Amazon,Fresh & Chilled,Large Oversize,AMZ,6.5x9.0x4.6,1.30,10/31/2019
"Jimmy's Original Iced Coffee, 250ml",B097Z6QSQ8,Jimmy's,,27,,67612,,1,4,3,1,0,,Fresh & Chilled,Large Oversize,,1.9x5.3x1.9,0.60,6/17/2021
"Classikool [Spooky Halloween 4 x 2.5 Litre / 2500ml Slush Syrup Set]: Red Strawberry, Black Cola, Green Apple, Orange Orange: Machine Ready",B07H38JB2F,Classikool,34.99,1,35,68750,,1,4,25,1,0,Classikool® Luxury without expensive packaging.,Fresh & Chilled,,MFN,,,8/2/2018
Niru Faluda Drink 290ml | Pack of 6 | Rose Flavoured Drink with Basil Seeds | Free from Preservatives | Product of Thailand,B0973D9XR2,Serendib,13.99,,,,,1,5,2,,0,SERENDIB GLOBAL FOODS,Fresh & Chilled,,MFN,,,6/11/2021
"No.1 Living Water Kefir - Lemon - 8 x 330ml Bottles - Lightly Sparkling, 100% Natural, Sugar Free, Vegan - Fresh & Light Taste with Yuzu & Mint",B09J1JCR2N,No 1 Living,19.99,6,120,71030,7.68,1,5,6,7,-1,No1 Living,Fresh & Chilled,Large Oversize,FBA,8.9x9.9x5.0,9.92,10/8/2021
"MOMO Kombucha, Handcrafted Organic Mixed Variety Box, Raspberry-Hibiscus, Turmeric, Elderflower, Ginger and Lemon Kombucha Tea, Fermented Probiotic Drinks, Certified Organic - 330ml Glass Bottle x12",B09BW6XQRN,Momo Kombucha,45.00,8,360,69829,,1,,,1,0,MOMO Kombucha Ltd,Fresh & Chilled,,MFN,,,8/4/2021
"Gutsy Captain Water Kefir - Live Cultured Drink with Kefir Cultures - Dairy Free, Low Calorie - 12 x 250ml Cans (Original)",B088HFWH11,Captain Kombucha Legendary Healthy Drink,18.93,14,265,73136,7.43,1,4,2,3,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,6.3x8.8x5.5,7.39,5/11/2020
Slush Puppie Pouches Sour Cherry 3 Pack,B08TZQLX6T,Slush puppie,9.90,5,50,63320,3.31,5,5,4,7,0,Aflahgoodsltd,Fresh & Chilled,Large Oversize,FBA,4.8x8.5x2.8,1.75,1/26/2021
"Agua de Madre Remedio Naturale | Natural Ginger and Lemon Infusion | Mix into Hot Water for an Immunity Boosting Hot Drink | Organic, Plant Based Immunity Booster | Made in the UK (2X250gms Jars)",B092WN5NZ6,Agua De Madre,12.00,11,132,71200,,1,5,4,7,0,Flor De Madre,Fresh & Chilled,,MFN,,,4/19/2021
"Remedy Kombucha Organic Cans, Ginger lemon, 250ml",B07P7VQ5SZ,Remedy,1.71,3,5,67766,2.59,1,4,23,3,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,2.0x5.2x2.0,0.57,2/27/2019
Jimmys Iced Coffee Mocha 250ml (Pack of 12),B0992FS9G9,Jimmy's,25.23,8,202,68405,,1,5,1,1,0,SuperfoodUK,Fresh & Chilled,,MFN,,,7/9/2021
Ranong Tea Original Ginger Drink 10 Sachets 100 g,B074ZDGNQX,Ranong tea,3.30,28,92,73189,2.45,3,4,14,4,0,Amazon,Fresh & Chilled,Standard Parcel,AMZ,4.0x4.6x3.0,0.22,6/14/2016
Tuk Tuk Chai Ready-Brewed Iced Milk Tea | Aromatic Cardamom Chai | Vegetarian | Gluten-Free | No Nasties | Under 150 Calories (14x250ml),B07TRZM7NH,Tuk Tuk Chai,21.00,6,126,69596,7.83,1,4,38,5,0,,Fresh & Chilled,Large Oversize,FBA,9.8x13.5x2.1,8.64,6/29/2019
"Press, 330ml Water+ Activated Charcoal, Bottled Energising Drink, Contains Activated Charcoal, Cold Pressed, Low Calorie, Lemon & Lavender Flavour, Absorbs Toxins, No Added Sugar or Preservatives",B091BCVRPL,PRSS 100% COLD PRESSED,18.99,16,304,76831,,1,5,1,2,0,PRESSLondon,Fresh & Chilled,,MFN,,,3/29/2021
"The Gutsy Captain Kombucha Zero Passionfruit, 400 ml x 12",B08ZTFSDG2,The Gutsy Captain,25.35,22,558,76837,9.00,1,5,3,2,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,7.9x12.2x6.4,11.05,3/17/2021
Bottleshot Brew - Oat Milk Cold Brew Coffee - 12 cans of New Orleans Style Iced Coffee,B085GF4B8V,Bottleshot Brew,23.88,16,382,76904,8.18,1,4,25,4,0,Bottleshot,Fresh & Chilled,Large Oversize,FBA,7.2x8.8x6.5,7.32,7/8/2020
Remedy Raw Kombucha Tea - Mixed Case of Fruity Kombucha x 4 Flavours,B0933NGPJ8,REMEDY Kombucha,,37,,77824,,1,4,6,9,2,,Fresh & Chilled,,MFN,,,4/25/2021
"TrueStart Coffee 1kg Beans, Energising Colombian, for Espresso Machine, Bean to Cup, Single Origin Arabica, Freshly Hand Roasted Speciality Grade, Medium Roast",B08628BM2C,Truestart,22.99,11,253,77826,,1,4,19,5,0,TrueStart Coffee,Fresh & Chilled,Large Oversize,FBA,6.6x14.6x3.6,2.27,3/18/2020
Robinsons Apple & Pear Fruit Shoot Juiced - 24x200ml,B08BPB9C7F,Robinsons,29.99,2,60,77932,9.71,1,,,1,0,FoodServiceDirect,Fresh & Chilled,Large Oversize,MFN,8.5x14.0x4.9,12.02,3/9/2018
"Agua de Madre Water Kefir Mixed Starter Pack | Refreshing Low Alcohol Sparkling Live Probiotic Drinks | Vegan, Low Sugar, Organic Ingredients | Made in the UK | 6 Mixed Flavours (6x33cl)",B092W2ZYDM,Agua De Madre,21.20,13,276,74019,,1,5,20,7,0,Flor De Madre,Fresh & Chilled,,MFN,,,6/22/2021
"Nosh Detox - The Raw Veggie Green Juice Detox Smoothie, All-Natural Freshly Bottled and Ready-to-Drink Detox Juices for Weight Loss, Broccoli, Avocado, Parsley, and Peach, 8 Bottles x 250ml",B08ZH6RF8R,Nosh,34.19,25,855,77782,,1,5,34,7,0,,Fresh & Chilled,,MFN,,,3/24/2021
"Robinsons SQUASH'D, 0 Percent Sugar, Real Fruit Squash, Low Calorie, Citrus, Makes 20 Drinks Per Pack, 6 x 66 ml Packs",B01GE2RRUS,Robinsons,,6,,81522,,1,5,95,5,0,,Fresh & Chilled,Large Oversize,FBA,5.4x6.5x4.5,1.41,5/24/2016
Jimmys Original Iced Coffee 330ml (Pack of 12),B010DNE3LK,Jimmy's,,6,,81563,,1,4,121,7,0,Amazon,Grocery,Large Oversize,AMZ,5.7x14.1x5.3,9.81,6/19/2015
Remedy Raw Kombucha Tea - Sparkling Live Cultured Drink - 4 Flavour Mixed Case - 12x330ml Bottle Case,B085T6FJYL,REMEDY Kombucha,,19,,78886,,1,4,64,8,0,,Fresh & Chilled,,MFN,,,3/11/2020
"Remedy Raw Peach Kombucha Tea - Sparkling Live Cultured Drink - Sugar Free Peach - 24-Pack, 250ml Can",B096VJJ2BP,REMEDY Kombucha,29.99,21,630,79286,,1,3,1,6,0,Remedy Drinks,Fresh & Chilled,,MFN,,,6/9/2021
"Lo Bros - Organic Raspberry and Lemon Kombucha - Naturally healthy drink low in sugar and calories - 330 ml, Pack of 12",B07QWF426K,Lo Bros,24.00,24,576,79712,8.94,2,5,2,6,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,8.6x9.8x7.5,15.21,6/26/2019
Jimmys Original Iced Coffee 250ml (Pack of 12),B0992GWBWS,Jimmy's,25.23,8,202,80508,,1,4,1,1,0,SuperfoodUK,Fresh & Chilled,,MFN,,,7/9/2021
Left Field Kombucha Mixed Case 330ml (4),B084JMDB4X,Left Field Kombucha,12.00,10,120,79671,5.98,1,5,10,7,1,Left Field Kombucha,Fresh & Chilled,Large Oversize,FBA,6.6x9.6x6.3,5.32,1/8/2020
"Remedy Raw Kombucha Tea, Kefir and Switchel Mixed Case - Sparkling Live Cultured Drinks - 24x250 Milliliter Can Case",B085T5R57B,REMEDY Kombucha,29.99,1338,40127,2263,9.86,2,5,674,7,11,Remedy Drinks,Fresh & Chilled,Large Oversize,FBA,8.5x12.2x7.6,13.93,3/11/2020
Remedy Raw Kombucha Tea - Sparkling Live Cultured Drink - 4 Flavour Variety Pack/Mixed Case - 24 250ml Can Case,B07ZZLTLQQ,REMEDY Kombucha,29.99,700,20993,2178,9.86,2,5,767,6,11,Remedy Drinks,Fresh & Chilled,Large Oversize,FBA,9.3x13.0x5.9,14.59,11/14/2019
"Lo Bros - Organic Kombucha Ginger & Lemon - Dairy Free, Gluten-Free & Vegan Refreshing Soft Drink - 12 x 250ml",B088HSBY58,Lo Bros,13.47,802,10803,2780,6.59,1,4,239,5,9,Amazon,Fresh & Chilled,Large Oversize,AMZ,6.5x8.7x5.6,7.14,5/11/2020
Lo Bros - Passionfruit Kombucha - Organic Vegan Naturally Low in Sugar - 250ml Cans (Pack of 12),B088HV8LP6,Lo Bros,14.97,327,4895,5839,6.82,1,5,109,4,9,Amazon,Fresh & Chilled,Large Oversize,AMZ,6.7x8.5x5.7,7.14,5/11/2020
Remedy Raw Kombucha Tea - Sparkling Live Cultured Drink - 4 Flavour Variety Pack/Mixed Case - 12 Can Case,B0844PSYS6,REMEDY Kombucha,17.99,273,4911,5403,7.28,2,5,493,6,6,Remedy Drinks,Fresh & Chilled,Large Oversize,FBA,8.5x9.5x5.9,7.08,12/10/2019
"Lo Bros - Kombucha Raspberry & Lemon - Organic, Vegan, Naturally Low in Sugar - 250ml (Pack of 12)",B088HV8LP7,Lo Bros,14.97,450,6737,4624,7.57,1,5,118,4,5,Amazon,Fresh & Chilled,Large Oversize,AMZ,7.0x8.6x5.0,7.10,5/11/2020
"No.1 Living Kombucha Health Shots - Blueberry, Elderberry & Acai - 10 x 60ml Bottles - High Fibre, Live Cultures, Low Sugar, Vegan - Supporting Gut & Brain Health",B08MFKH57Z,No 1 Living,19.99,216,4318,7250,5.71,1,4,100,7,3,No1 Living,Fresh & Chilled,Large Oversize,FBA,3.9x8.6x3.9,2.76,11/2/2020
"No.1 Living Kombucha – Apple & Elderflower – 12 x 250ml Cans – Sugar Free, Great Tasting Authentically Brewed Kombucha with Live Cultures – Lightly Sparkling, 100% Natural, Raw, Vegan",B095X85GV4,No 1 Living,19.99,195,3898,10191,7.59,2,4,179,7,11,No1 Living,Fresh & Chilled,Large Oversize,FBA,6.8x8.8x5.7,6.94,12/8/2020
Genie Kombucha - Dry Apple Kombucha - Fermented Cultures - No Added Sugar - No Sweetener - Dry Apple - Case of 12 x 330ml Cans,B09FLWQR3H,Genie Living Drinks,22.50,113,2543,10837,8.06,1,5,100,5,0,Genie Drinks,Fresh & Chilled,Large Oversize,MFN,7.9x11.0x5.5,10.36,9/6/2021
"Remedy Raw Kombucha Tea - Sparkling Live Cultured Drink - Sugar Free Raspberry Lemonade - 250ml Can, 24-Pack",B07L6MFWVS,REMEDY Kombucha,29.99,147,4409,13164,9.86,3,5,100,6,3,Remedy Drinks,Fresh & Chilled,Large Oversize,FBA,9.1x13.2x5.7,14.44,7/4/2018
"No.1 Living Kombucha – The Original Mix – 12 x 250ml Cans – Ginger, Raspberry, Passion Fruit - Sugar Free, Great Tasting Kombucha with Live Cultures – Lightly Sparkling, 100% Natural, Raw, Vegan",B08DD6YG8Y,No 1 Living,21.99,99,2177,18638,7.89,3,4,32,9,1,No1 Living,Fresh & Chilled,Large Oversize,FBA,6.8x8.8x5.8,6.94,7/19/2020
Remedy Raw Kombucha Tea - Sparkling Live Cultured Drink - Sugar Free Raspberry Lemonade & Cherry Plum Twin Pack - 24 250ml Cans,B0815PTVBJ,REMEDY Kombucha,29.99,108,3239,13928,9.86,2,5,137,7,1,Remedy Drinks,Fresh & Chilled,Large Oversize,FBA,8.9x14.9x6.1,14.53,12/4/2019
"Remedy Raw Kombucha Tea - Sparkling Live Cultured Drink - Sugar Free Apple Crisp - 250ml Can, 24-Pack",B07L6PNS21,REMEDY Kombucha,29.99,72,2159,15895,9.86,4,5,63,1,0,Remedy Drinks,Fresh & Chilled,Large Oversize,FBA,9.7x12.0x6.1,14.35,7/4/2018
"The Gutsy Captain - Kombucha Tea, Certified Organic - Natural Fermented Probiotic Drink Coconut Summer Beach 1 Litre (Pack of 6)",B088HS98CY,The Gutsy Captain,23.98,95,2278,20507,8.94,1,4,118,4,-1,Amazon,Fresh & Chilled,Large Oversize,AMZ,9.2x10.2x6.9,14.02,5/11/2020
"Remedy Raw Kombucha Tea - Sparkling Live Cultured Drink - Sugar Free Raspberry Lemonade - 700ml Bottle, 6-Pack",B08173CXTR,REMEDY Kombucha,19.99,58,1159,21086,,1,5,88,5,0,Remedy Drinks,Fresh & Chilled,Large Oversize,FBA,9.0x9.3x6.1,9.92,12/4/2019
"Kombucha Starter Kit with Tea | Make Your Own Kombucha Tea Using Blighty Baby's Organic SCOBY, Starter Fluid and 100g Orange Pekoe Black Loose Tea",B08MKYGZ7M,Blighty Brew,15.99,31,496,46371,4.78,1,4,12,6,0,Blighty Booch Kombucha and Blighty Brew Tea,Fresh & Chilled,Small Oversize,FBA,4.3x8.7x1.6,0.53,11/3/2020
Remedy Raw Kombucha Tea - Sparkling Live Cultured Drink - Raspberry Lemonade + Peach Twin Pack,B0934BF66L,REMEDY Kombucha,29.99,9,270,61068,,1,5,4,8,0,Remedy Drinks,Fresh & Chilled,,MFN,,,4/21/2021
"Gutsy Captain Kombucha - Raw Fermented Probiotic Kombucha, Vegan, No Preservatives, No Artificial Colours or Flavors, Non Pasteurized - 12 x 250ml Cans (Raspberry)",B088HFH4CX,Captain Kombucha Legendary Healthy Drink,21.75,30,653,74090,7.86,2,4,42,3,0,,Fresh & Chilled,Large Oversize,AMZ,6.9x9.0x5.6,7.32,5/11/2020
L.A Brewery Craft Kombucha Citrus Hops (12x330ml),B08GM2YZPN,L.A BREWERY,30.00,19,570,40495,11.27,1,5,15,7,0,LA Brewery,Fresh & Chilled,Large Oversize,FBA,10.8x11.2x8.5,16.42,3/3/2021
"Lo Bros Organic Kombucha Ginger and Lemon, 330ml",B07DPSRLDT,Lo Bros,2.00,10,20,55978,,1,4,54,3,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,2.4x7.8x2.4,1.23,6/12/2018
Ginger Kombucha - 1 x 275 ml,B08BNB3LBJ,Good Earth Tea Co.,2.06,37,76,27392,2.67,7,4,19,5,1,Amazon,Fresh & Chilled,Large Oversize,AMZ,3.1x14.6x3.0,1.12,6/17/2020
Original Kombucha - 1 x 275 ml,B08BN5NS9S,Good Earth Tea Co.,2.30,31,71,37482,2.69,1,4,27,4,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,3.0x11.2x2.6,1.10,6/17/2020
"Lo Bros - Organic Kombucha Ginger & Lemon - Dairy Free, Gluten-Free & Vegan Refreshing Soft Drink - 12 x 330ml",B07QYGKQ26,Lo Bros,24.00,23,552,38744,9.09,3,4,14,5,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,9.5x11.4x8.4,15.21,6/26/2019
Actimel Multifruit Drinking Yogurts 12 x 100g,B07W5FQWFR,Actimel,7.99,10,80,47103,,1,5,10,1,0,,Fresh & Chilled,,MFN,,,8/6/2019
"REAL Kombucha - Mixed Case 12x275ml Bottles - Sparkling Fermented Tea - Premium Kombucha, 100% Natural, Low Sugar, Low Calories, Vegan Friendly - from Exquisite Loose-Leaf Teas",B087XC7J6Q,REAL Kombucha,,27,,40045,,1,5,28,7,0,,Fresh & Chilled,,MFN,,,5/13/2020
"Remedy Raw Kombucha Tea, Kefir and Switchel Taster Mixed Case - Sparkling Live Cultured Drinks – 12 x 250ml Can Case",B09CS886FD,REMEDY Kombucha,17.99,39,702,48669,,1,5,3,8,0,Remedy Drinks,Fresh & Chilled,Large Oversize,MFN,6.7x9.0x5.9,7.25,8/16/2021
Booch & Brew presents Hip Pop Kombucha –Ginger Yuzu Vegan Flavour – 12 x 300ml Authentic Fermented Kombucha Drink Non Alcoholic Drinks Gift Set – Organic Kombucha Tea Drink,B083ZGX95Y,Booch & Brew,27.99,5,140,34879,,1,5,25,6,0,Booch & Brew,Fresh & Chilled,,MFN,,,1/18/2020
The Gutsy Captain Kombucha Ginger Can 250 ml,B08M52G596,Captain Kombucha,2.09,,0,295443,2.38,1,3,9,1,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,1.9x5.3x1.9,0.60,10/19/2020
"Loving Foods Award Winning *Certified Organic* Kombucha Mixed Case (330ml) Raw, Unpasteurised & Bursting with Beneficial Live Bacteria (12 x Bottles)",B07CVFDMMS,Loving Foods,34.35,2,69,192076,,1,5,3,9,0,Loving Foods,Fresh & Chilled,,MFN,,,11/16/2016
"Remedy Raw Kombucha Tea - Sparkling Live Cultured Drink - Sugar Free Peach - 700ml Bottle, 6-Pack",B08XW7PZJP,REMEDY Kombucha,19.99,13,260,50540,,1,5,6,7,0,Remedy Drinks,Fresh & Chilled,,MFN,,,12/4/2019
"Mixed Flavour Kombucha Tea by Blighty Booch | Cherry, Ginger, Nettle & Rose Hip, and Original | |12 x 330ml Bottles | A Healthy Soft Drink",B08DP5N2PR,Blighty Booch Kombucha,38.00,,0,54992,,1,4,2,9,0,Blighty Booch Kombucha and Blighty Brew Tea,Fresh & Chilled,,MFN,,,7/27/2020
L.A Brewery Natural Sparkling Kombucha Variety Pack (18x330ml),B08M3NYKDZ,L.A BREWERY,40.00,24,960,46989,,1,5,4,7,0,LA Brewery,Fresh & Chilled,,MFN,,,6/9/2021
"Lo Bros - Organic Kombucha Raspberry and Lemon - Naturally Healthy Drink Low in Sugar and Calories - 6 x 750ml, 4500 milliliters",B07RDRFSD5,Lo Bros,21.00,26,546,32368,8.63,4,4,18,5,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,12.4x17.4x7.6,17.39,4/12/2019
"No.1 Living Water Kefir - Lemon - 8 x 330ml Bottles - Lightly Sparkling, 100% Natural, Sugar Free, Vegan - Fresh & Light Taste with Yuzu & Mint",B09J1JCR2N,No 1 Living,19.99,6,120,71030,7.68,1,5,6,7,-1,No1 Living,Fresh & Chilled,Large Oversize,FBA,8.9x9.9x5.0,9.92,10/8/2021
"MOMO Kombucha, Handcrafted Organic Mixed Variety Box, Raspberry-Hibiscus, Turmeric, Elderflower, Ginger and Lemon Kombucha Tea, Fermented Probiotic Drinks, Certified Organic - 330ml Glass Bottle x12",B09BW6XQRN,Momo Kombucha,45.00,8,360,69829,,1,,,1,0,MOMO Kombucha Ltd,Fresh & Chilled,,MFN,,,8/4/2021
"Gutsy Captain Water Kefir - Live Cultured Drink with Kefir Cultures - Dairy Free, Low Calorie - 12 x 250ml Cans (Original)",B088HFWH11,Captain Kombucha Legendary Healthy Drink,18.93,14,265,73136,7.43,1,4,2,3,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,6.3x8.8x5.5,7.39,5/11/2020
"Agua de Madre Remedio Naturale | Natural Ginger and Lemon Infusion | Mix into Hot Water for an Immunity Boosting Hot Drink | Organic, Plant Based Immunity Booster | Made in the UK (2X250gms Jars)",B092WN5NZ6,Agua De Madre,12.00,11,132,71200,,1,5,4,7,0,Flor De Madre,Fresh & Chilled,,MFN,,,4/19/2021
"Remedy Kombucha Organic Cans, Ginger lemon, 250ml",B07P7VQ5SZ,Remedy,1.71,3,5,67766,2.59,1,4,23,3,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,2.0x5.2x2.0,0.57,2/27/2019
Ranong Tea Original Ginger Drink 10 Sachets 100 g,B074ZDGNQX,Ranong tea,3.30,28,92,73189,2.45,3,4,14,4,0,Amazon,Fresh & Chilled,Standard Parcel,AMZ,4.0x4.6x3.0,0.22,6/14/2016
"The Gutsy Captain Kombucha Zero Passionfruit, 400 ml x 12",B08ZTFSDG2,The Gutsy Captain,25.35,22,558,76837,9.00,1,5,3,2,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,7.9x12.2x6.4,11.05,3/17/2021
Remedy Raw Kombucha Tea - Mixed Case of Fruity Kombucha x 4 Flavours,B0933NGPJ8,REMEDY Kombucha,,37,,77824,,1,4,6,9,2,,Fresh & Chilled,,MFN,,,4/25/2021
"Agua de Madre Water Kefir Mixed Starter Pack | Refreshing Low Alcohol Sparkling Live Probiotic Drinks | Vegan, Low Sugar, Organic Ingredients | Made in the UK | 6 Mixed Flavours (6x33cl)",B092W2ZYDM,Agua De Madre,21.20,13,276,74019,,1,5,20,7,0,Flor De Madre,Fresh & Chilled,,MFN,,,6/22/2021
Remedy Raw Kombucha Tea - Sparkling Live Cultured Drink - 4 Flavour Mixed Case - 12x330ml Bottle Case,B085T6FJYL,REMEDY Kombucha,,19,,78886,,1,4,64,8,0,,Fresh & Chilled,,MFN,,,3/11/2020
"Remedy Raw Peach Kombucha Tea - Sparkling Live Cultured Drink - Sugar Free Peach - 24-Pack, 250ml Can",B096VJJ2BP,REMEDY Kombucha,29.99,21,630,79286,,1,3,1,6,0,Remedy Drinks,Fresh & Chilled,,MFN,,,6/9/2021
"Lo Bros - Organic Raspberry and Lemon Kombucha - Naturally healthy drink low in sugar and calories - 330 ml, Pack of 12",B07QWF426K,Lo Bros,24.00,24,576,79712,8.94,2,5,2,6,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,8.6x9.8x7.5,15.21,6/26/2019
Left Field Kombucha Mixed Case 330ml (4),B084JMDB4X,Left Field Kombucha,12.00,10,120,79671,5.98,1,5,10,7,1,Left Field Kombucha,Fresh & Chilled,Large Oversize,FBA,6.6x9.6x6.3,5.32,1/8/2020
Nourish Kefir Goats Kefir 247ml x 8 Bottles,B081QJW8GR,Nourish Kefir,,7,,78015,,1,5,1,1,0,,Fresh & Chilled,,MFN,,,11/19/2019
Actimel Multifruits Drinking Yogurts 8 x 100g,B07W4CJQT2,Actimel,5.99,5,30,84297,,1,4,7,1,0,,Fresh & Chilled,,MFN,,,8/6/2019
"3 Flavours of Water Kefir: Lemongrass & Ginger - Chilli & Ginger - Cucumber, Mint & Thyme - Low Calorie Soft Drinks - 3 x 330ml Glass Bottles - by King of Kefir",B07GZGXN4Y,King of Kefir,9.99,10,100,83057,3.73,1,4,18,7,0,Bayin Foods,Fresh & Chilled,Large Oversize,FBA,8.2x10.4x3.2,3.42,8/29/2018
L.A Brewery Natural Sparkling Kombucha Lemongrass (18x330ml),B08GSTT97L,L.A BREWERY,40.00,3,120,86842,,1,5,1,7,0,LA Brewery,Fresh & Chilled,,MFN,,,8/27/2020
"Gutsy Captain Water Kefir - Live Cultured Drink with Kefir Cultures - Dairy Free, Low Calorie - 12 x 250ml Cans (Raspberry)",B088HGM9BT,Captain Kombucha Legendary Healthy Drink,18.15,10,182,82174,7.31,1,5,3,3,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,6.3x8.5x5.3,7.32,5/11/2020
"REAL Kombucha - A Case of Dry Dragon, 12x275ml Bottles - Citrusy with Notes of Green Apple - Premium Kombucha Fermented from Dragonwell Green Tea - Low Sugar, Low Calories, 100% Natural",B088LBNJP8,REAL Kombucha,37.98,24,912,91294,,3,5,3,4,0,Superfood Market,Fresh & Chilled,,MFN,,,5/13/2020
Remedy Raw Kombucha Tea - Sparkling Live Cultured Drink - Sugar-Free Peach - 12x330 Milliliter Bottle Case,B0854CT8LC,REMEDY Kombucha,29.51,7,207,90332,7.02,4,5,12,4,0,KRR STORE,Fresh & Chilled,Large Oversize,MFN,2.5x8.3x2.5,1.28,3/3/2020
"Fix8 Kombucha - Kombucha Taster Case - 4 x Triple Ginger, 4 x Strawberry Tulsi, 4 x Citrus Saffron - Deliciously Tart & Refreshing Vegan Kombucha - Low in Sugar & Gluten Free (12 x 330ml)",B08NGQWFVD,Fix8,24.00,4,96,91853,8.28,1,4,16,7,0,,Fresh & Chilled,Large Oversize,FBA,8.2x10.9x4.1,9.39,11/14/2020
L.A Brewery Craft Kombucha Variety Pack (12x330ml),B098P1RPMC,L.A BREWERY,30.00,19,570,99243,10.01,1,4,3,7,0,LA Brewery,Fresh & Chilled,Large Oversize,FBA,10.0x11.0x8.6,16.45,7/15/2021
L.A Brewery Natural Sparkling Kombucha Ginger 18x330ml,B08GTHRDN8,L.A BREWERY,40.00,6,240,96580,,1,5,1,7,0,LA Brewery,Fresh & Chilled,,MFN,,,6/9/2021
"Bio-tiful Kefir, 500ml",B00MBH8B7Y,Biotiful Dairy,2.65,1,3,107221,,1,5,214,4,6,,Fresh & Chilled,Large Oversize,,2.7x7.8x2.6,1.18,12/15/2015
